id,Name,ReleaseDate,Director,Creator
unhingedtt0120815,Dil Mein Basakar DekhoUnhingedSaving Private Ryan,"12-Nov-04Jan 1, 1982 Wide24 July 1998 (USA)",Sushil KumarDon GronquistSteven Spielberg,Suman B. ShirkeDon GronquistRobert Rodat
francestt0108052,Zakhmi NaginFrancesSchindler's List,"12-Nov-04Dec 17, 1982 Wide4 February 1994 (USA)",Suresh JainGraeme CliffordSteven Spielberg,"Devendra KhannaChristopher DeVore,Eric Bergren,Christopher De Vore,Nicholas KazanThomas Keneally,Steven Zaillian"
1000702-alone_in_the_darktt0981224,Kis Kis Ki KismetAlone in the DarkMidnight Movie,"22-Oct-04Jan 1, 1982 Wide6 January 2009 (USA)",Govind MenonJack SholderJack Messitt,"Vivek NayakRobert Shaye,Jack SholderSean Hood,Mark Garbett"
death_valley_1982tt1375666,Bhola In BollywoodDeath ValleyInception,"15-Oct-04May 7, 1982 Wide16 July 2010 (USA)","Gazi,SumbalDick Richards,R.M. RichardsChristopher Nolan",GaziRichard RothsteinChristopher Nolan
death-valley2004tt0091763,Dil Bechara Pyaar Ka MaaraDeath ValleyPlatoon,"15-Oct-04Oct 26, 2004 Wide6 February 1987 (USA)","Onkar Nath MishraDavid Kebo,Rudi LidenOliver Stone","M.C. PandeyDavid Kebo,Rudi LidenOliver Stone"
alone_in_the_darktt0099685,Hatya - The MurderAlone in the DarkGoodfellas,"15-Oct-04Jan 28, 2005 Wide21 September 1990 (USA)",Kadar KashmiriUwe BollMartin Scorsese,"S.A. LuthriaElan Mastai,Michael Roesch,Peter ScheererNicholas Pileggi,Nicholas Pileggi"
death_valley_2015tt1205489,CheekhDeath ValleyGran Torino,"29-Oct-04Oct 16, 2015 Limited9 January 2009 (USA)",Kanti ShahT.J. ScottClint Eastwood,"Brad MacPherson,T.J. ScottNick Schenk,Dave Johannson"
buffy_the_vampire_slayertt0993846,A Story Of Call GirlBuffy the Vampire SlayerThe Wolf of Wall Street,"22-Oct-04Jul 31, 1992 Wide25 December 2013 (USA)",Teerat Singh JoharFran Rubel KuzuiMartin Scorsese,"B.N. DagaJoss WhedonTerence Winter,Jordan Belfort"
creepshow_2tt0332452,Kaam KriyaCreepshow 2Troy,"15-Oct-04May 1, 1987 Wide14 May 2004 (USA)",Suresh JainMichael GornickWolfgang Petersen,"Bharat JulkaStephen King,George A. RomeroHomer,David Benioff"
creepshowtt1853728,Let's EnjoyCreepshowDjango Unchained,"01-Oct-04Nov 12, 1982 Wide25 December 2012 (USA)","Ankur Tewari,Siddharth Anand KumarAdrienne Barbeau,Carrie Nye,Don Keefer,E.G. Marshall,Ed Harris,Fritz Weaver,Hal Holbrook,Jon Lormer,Leslie Nielsen,Robert Harper,Stephen King,Ted Danson,Tom Atkins,Tom Savini,Viveca Lindfors,George A. RomeroQuentin Tarantino",Stephen KingQuentin Tarantino
xtro_iitt0468569,Mysterries Shaque...Xtro IIThe Dark Knight,"01-Oct-04Sep 25, 1991 Wide18 July 2008 (USA)","Vinod ChhabraHarry Bromley Davenport,Harry Bromley-DavenportChristopher Nolan","Vinod ChhabraLister Steven,Edward Kovach,Robert Smith,John A. CurtisJonathan Nolan,Christopher Nolan"
xtro_3_watch_the_skies_1995tt0266697,Satya BolXtro 3: Watch the SkiesKill Bill: Vol. 1,"01-Oct-04Nov 14, 1995 Wide10 October 2003 (USA)","Sanjay UpadhyayAndrew Divoff,Harry Bromley-Davenport,Jim Hanks,Karen Moncrieff,Robert Culp,Sal Landi,Harry Davenport,Harry Bromley DavenportQuentin Tarantino","Daryl HaneyQuentin Tarantino,Quentin Tarantino"
xtrott0903657,AK - 47XtroLove & Mercy,"01-Oct-04Jan 1, 1983 Wide19 June 2015 (USA)",Raam ShettyHarry Bromley DavenportBill Pohlad,"Dhirajlal Shah,Pravin Shah,Hasmukh ShahHarry Bromley DavenportOren Moverman,Michael A. Lerner"
harry_potter_and_the_half_blood_princett0111161,Popcorn Khao! Mast Ho JaoHarry Potter and the Half-Blood PrinceThe Shawshank Redemption,"01-Oct-04Jul 15, 2009 Wide14 October 1994 (USA)",Kabir SadanandDavid YatesFrank Darabont,"Rangita Pritish NandyJ.K. Rowling,Steve KlovesStephen King,Frank Darabont"
day_of_the_wackott0378194,Tauba TaubaDzien swira (Day of the Wacko) (The Day of the Freak)Kill Bill: Vol. 2,"01-Oct-04Jun 7, 2002 Wide16 April 2004 (USA)",T.L.V. PrasadMarek KoterskiQuentin Tarantino,"Quentin Tarantino,Quentin Tarantino"
harry_potter_and_the_goblet_of_firett1832516,Chadhti JawaaniHarry Potter and the Goblet of FireSupernatural Activity,"24-Sep-04Nov 18, 2005 Wide31 October 2012 (USA)",IrfanMike NewellDerek Lee Nixon,Ratan Kumar DebSteve KlovesAndrew Pozza
harry_potter_and_the_order_of_the_phoenixtt0268978,Lou... Ek EhsaasHarry Potter and the Order of the PhoenixA Beautiful Mind,"17-Sep-04Jul 11, 2007 Wide4 January 2002 (USA)",K. BhushanDavid YatesRon Howard,"Pyarelal Sharma,Ajay MugutmalMichael GoldenbergAkiva Goldsman,Sylvia Nasar"
parasite_1982tt0081283,30 DaysParasiteOrdinary People,"24-Sep-04Mar 12, 1982 Wide27 February 1981 (Australia)","Ravi SinhaAndrew Prendergast,Charles BandRobert Redford","Dheerubhai,S. Sharma,A.K. SharmaMichael Shoob,Alan J. Adler,Frank LeveringJudith Guest,Alvin Sargent"
wackott0081398,Hum Kaun HaiWackoRaging Bull,"03-Sep-04Jan 1, 2003 Wide19 December 1980 (USA)",Ravi Shankar SharmaGreydon ClarkMartin Scorsese,"Soni JunejaDana Olsen,Michael Spound,David GreenwaltJake LaMotta,Joseph Carter"
madman_1981tt0070735,Hottest Mail.ComMadmanThe Sting,"03-Sep-04Jan 1, 1981 Wide26 December 1973 (UK)",Sikander BhatiaJoe GiannoneGeorge Roy Hill,"Sikander Bhatia,Suresh BafnaJoe Giannone,Elaine MuellerDavid S. Ward"
shoot_the_moontt0064115,Jail QueensShoot the MoonButch Cassidy and the Sundance Kid,"03-Sep-04Feb 19, 1982 Wide24 October 1969 (USA)","Sanjay Behl,Jinder WaliaAlan ParkerGeorge Roy Hill","Sanjay Behl,A. BehlBo Goldman,Alan ParkerWilliam Goldman"
771368210tt0061512,Khoob Milai JodiEndangered SpeciesCool Hand Luke,"03-Sep-04Jan 1, 1997 Wide1 November 1967 (USA)",Sanjeev ShivamEdgar LockettStuart Rosenberg,"Jagdish Chandra JoshiDonn Pearce,Frank Pierson"
wargames_the_dead_codett0054047,Jism Aur KamasutraWarGames: The Dead CodeThe Magnificent Seven,"27-Aug-04Jun 10, 2008 Wide23 October 1960 (USA)",William HuntStuart GillardJohn Sturges,"William HuntRandall Badat,Rob Kerchner,Randall M. BadatWilliam Roberts"
dinosaur_valley_girlstt0105695,3 In 1Dinosaur Valley GirlsUnforgiven,"22-Nov-13Dec 31, 1997 Wide7 August 1992 (USA)",Sarjit RawalDonald F. GlutClint Eastwood,Donald F. GlutDavid Webb Peoples
wargamestt0031679,Gori Tere Pyaar MeinWarGames (War Games)Mr. Smith Goes to Washington,"22-Nov-13Jun 3, 1983 Wide19 October 1939 (USA)",Punit MalhotraJohn BadhamFrank Capra,"Karan Johar,Hiroo JoharLawrence Lasker,Lawrence Lasker,Walter F. Parkes,Walon Green,Walter ParkesSidney Buchman,Lewis R. Foster"
under_fire_journalists_in_combattt0070511,Singh Saab The GreatUnder Fire: Journalists In CombatPapillon,"22-Nov-13Nov 11, 2011 Limited16 December 1973 (USA)",Anil SharmaMartyn BurkeFranklin J. Schaffner,"Anuj Sharma,Sangeetha AhirMartyn BurkeDalton Trumbo,Lorenzo Semple Jr."
twice_upon_a_time_2000tt2273657,Kalyug... 5000Twice Upon A TimeTrue Story,"27-Aug-04Jan 1, 2000 Wide17 April 2015 (USA)",Gul K. AchhraJackie RaynalRupert Goold,"Gul K. AchhraRupert Goold,David Kajganich"
desaccord-parfait-twice-upon-a-timett0061811,SchoolDésaccord parfait (Twice Upon a Time)In the Heat of the Night,"20-Aug-04Nov 8, 2006 Wide14 October 1967 (Japan)",Pratima KulkarniAntoine de CaunesNorman Jewison,"Antoine de CaunesStirling Silliphant,John Ball"
twice_upon_a_timett0043278,Kuchh Kaha AapneTwice Upon a TimeAn American in Paris,"20-Aug-04Aug 5, 1983 Wide11 November 1951 (USA)","Mustafa EngineerJohn Korty,Charles Swenson,Jennifer GallagherVincente Minnelli","Ashok KariaJohn Korty,Charles Swenson,Bill Couturié,Suella KennedyAlan Jay Lerner"
courage_under_firett0051658,Ishq QayamatCourage Under FireGigi,"20-Aug-04Jul 12, 1996 Wide4 August 1958 (Brazil)",V. MenonEdward ZwickVincente Minnelli,"S.B. RanaPatrick Duncan,Patrick Sheane DuncanAlan Jay Lerner,Colette"
bad_boys_1982tt0086425,Mirchi - It's HotBad BoysTerms of Endearment,"13-Aug-04Jun 1, 1982 Wide9 December 1983 (USA)",Dinesh AvasthiRick RosenthalJames L. Brooks,"Iqbal Sidatar,Mubin KhanRichard Di Lello,Richard DilelloLarry McMurtry,James L. Brooks"
the_bad_girls_from_valley_hightt2555736,Prarambh - The BeginningThe Bad Girls From Valley HighThe Second Best Exotic Marigold Hotel,"13-Aug-04Mar 22, 2005 Wide6 March 2015 (USA)",Kumar DaveJohn T. KretchmerJohn Madden,"Naeem SiddiquiRobert LoCashJohn Madden,Ol Parker"
under_firett0299658,Kaun Hai Jo Sapno Mein AayaUnder FireChicago,"13-Aug-04Oct 21, 1983 Limited24 January 2003 (USA)",Rajesh BhattRoger SpottiswoodeRob Marshall,"Vibha Bhatnagar,Raagini SonaRon Shelton,Clayton Frohman,Clay FrohmanBill Condon,Bob Fosse"
1062483-bad_boystt0066206,Dhanno Dhabe WaliBad BoysPatton,"06-Aug-04May 19, 1995 Wide2 April 1970 (USA)","Harinam SinghZak Levitt,Michael BayFranklin J. Schaffner","Harinam SinghMichael Barrie,Jim Mulholland,Doug Richardson,George GalloFrancis Ford Coppola,Edmund H. North"
1022473-valley_girltt0089755,HoshValley GirlOut of Africa,"06-Aug-04Jan 1, 1983 Wide20 December 1985 (USA)",Guddu JaafryMartha CoolidgeSydney Pollack,"Iqbal BakshWayne Crawford,Andrew LaneKaren Blixen,Judith Thurman"
bad_boys_iitt0064665,Ek Raat Shaitaan Ke SaathBad Boys IIMidnight Cowboy,"30-Jul-04Jul 18, 2003 Wide16 June 1969 (Brazil)","Chandini Gupta,B.K. MalhotraMichael BayJohn Schlesinger","B.K. MalhotraGeorge Gallo,Ron Shelton,Jerry Stahl,Ian La Frenais,Cormac WibberleyWaldo Salt,James Leo Herlihy"
1012754-losin_ittt0367882,Tadap - The DesireLosin' ItIndiana Jones and the Kingdom of the Crystal Skull,"30-Jul-04Apr 8, 1983 Wide22 May 2008 (USA)",Mohd. FarooqCurtis HansonSteven Spielberg,"Mohd. FarooqBill L. NortonDavid Koepp,George Lucas"
1006633-endangered_speciestt2933544,Gori Khol DarwazaEndangered Species5 Flights Up,"16-Jul-04Sep 10, 1982 Wide8 May 2015 (USA)","Kishan ShahAlan Rudolph,Alan Randolph ScottRichard Loncraine","Shakuntala GohilAlan Rudolph,John Binder,Richard Woods,Zalman KingCharlie Peters,Jill Ciment"
delivery_the_beast_withintt0113198,Gupt GyanDelivery: The Beast WithinA Goofy Movie,"09-Jul-04May 30, 2014 Limited7 April 1995 (USA)",Suresh JainBrian NettoKevin Lima,"Suresh JainBrian Netto,Adam SchindlerJymn Magon,Jymn Magon"
beast_withintt0129167,Uff MirchiThe Beast WithinThe Iron Giant,"02-Jul-04Feb 12, 1982 Wide6 August 1999 (USA)",PriyankaPhilippe MoraBrad Bird,"Tom Holland,Edward Levy,Tom Holland (X)Tim McCanlies,Brad Bird"
house_on_sorority_rowtt0369735,Thoda Tum Badlo Thoda HumThe House on Sorority RowMonster-in-Law,"02-Jul-04Jan 21, 1983 Wide13 May 2005 (USA)","Esmayeel ShroffMark Rosman,Paul SchiffRobert Luketic","Ramoji RaoBobby Fine,Mark RosmanAnya Kochoff"
silkwoodtt1212436,Shikaar - The Musical ThrillerSilkwoodThe Back-up Plan,"02-Jul-04Dec 14, 1983 Wide23 April 2010 (USA)",Darshan BaggaMike NicholsAlan Poul,"Surjit PandherNora Ephron,Alice ArlenKate Angelo"
christmas_story-2009tt0256415,ChotJoulutarina (Christmas Story)Sweet Home Alabama,"18-Jun-04Nov 4, 2007 Wide27 September 2002 (USA)",Nabh Kumar RajuJuha WuolijokiAndy Tennant,"Sanjay ThakurMarko LeinoDouglas J. Eboch,C. Jay Cox"
christinett1046163,Ek Aur Amar PremmChristineMy Best Friend's Girl,"21-May-04Jun 1, 1983 Wide19 September 2008 (USA)",H. GautamJohn CarpenterHoward Deutch,"Nitin MavaniStephen King,Bill Phillips,John CarpenterJordan Cahan"
national_lampoons_european_vacationtt1038919,Dukaan - The Body ShopNational Lampoon's European VacationThe Bounty Hunter,"21-May-04Jul 26, 1985 Wide19 March 2010 (USA)",Iqbal DurraniAmy HeckerlingAndy Tennant,"Iqbal DurraniRobert Kane,John Hughes,Robert KlaneSarah Thorp"
unknown_origintt0463034,"Garam DukaanUnknown OriginYou, Me and Dupree","28-May-04Jul 18, 1995 Wide14 July 2006 (USA)","Chandini GuptaScott P. LevyAnthony Russo,Joe Russo","Chandini Gupta,Avinash ChanderMichael LeSieur"
1004151-christmas_storytt0099653,Uff Kya Jaadoo Mohabbat Hai..!A Christmas StoryGhost,"21-May-04Nov 18, 1983 Wide13 July 1990 (USA)","Manoj BhatiaBob Clark (III),Bob ClarkJerry Zucker","Ajit Kumar Barjatya,Kamal Kumar Barjatya,Rajkumar BarjatyaLeigh Brown,Bob Clark,Jean ShepherdBruce Joel Rubin"
of_unknown_origintt0120647,SheenOf Unknown OriginDeep Impact,"07-May-04Nov 23, 1983 Wide8 May 1998 (USA)",Ashok PanditGeorge P. CosmatosMimi Leder,"Ashok PanditBruce Joel Rubin,Michael Tolkin"
national_lampoons_vacationtt1107365,Nar NaariNational Lampoon's VacationOpen Season 2,"30-Apr-04Jul 29, 1983 Wide24 September 2008 (South Africa)","Suresh JainHarold RamisMatthew O'Callaghan,Todd Wilderman",Gautam KhannaJohn HughesDavid I. Stern
national_lampoons_christmas_vacationtt1646926,DhandhaNational Lampoon's Christmas VacationOpen Season 3,"23-Apr-04Dec 1, 1989 Wide25 January 2011 (USA)","Devendra DuaJeremiah Chechik,Jeremiah S. ChechikCody Cameron",Devendra DuaJohn HughesDavid I. Stern
1017641-risky_businesstt0852713,Kids No.1Risky BusinessThe House Bunny,"16-Apr-04Aug 5, 1983 Wide22 August 2008 (USA)",Dhirendra AgarwalPaul BrickmanFred Wolf,"Minakshi RanaPaul BrickmanKaren McCullah,Kirsten Smith"
1099300-easy_moneytt2333804,Sabse Badi Ganga Ki SaugandhEasy MoneyThe Zero Theorem,"07-May-04Jan 1, 2001 Wide19 August 2014 (USA)","Khalid SheikhFernando Ayala,Juan José Jusid,Stephen ShinTerry Gilliam","M. KartikJorge Goldenberg,Héctor OliveraPat Rushin,Terry Gilliam"
blue_thundertt0300471,Ek NamardBlue ThunderShanghai Knights,"07-May-04May 13, 1983 Wide7 February 2003 (USA)",Kanti ShahJohn BadhamDavid Dobkin,"Don Jakoby,Dan O'Bannon,Dean RiesnerAlfred Gough,Miles Millar"
1006425-easy_moneytt2396721,Hasino Ka DalalEasy MoneyThe Scribbler,"07-May-04Aug 19, 1983 Wide6 November 2014 (Singapore)",Bashir BabbarJames SignorelliJohn Suits,"Bashir BabbarRodney Dangerfield,Michael Endler,Carl Gottlieb,P.J. O'Rourke,Dennis BlairDan Schaffer"
return_of_the_aliens_the_deadly_spawn_1983tt0181689,Kya... Aisaa Hota Hai PyaarReturn of the Aliens: The Deadly SpawnMinority Report,"23-Apr-04Apr 22, 1983 Limited21 June 2002 (USA)",Rakesh PrasadDouglas McKeownSteven Spielberg,"Sumeet ChawlaJohn Dods,Ted A. Bohus,Douglas McKeownPhilip K. Dick,Scott Frank"
zone_of_the_deadtt0338337,Khula BazaarZone of the DeadPaycheck,"16-Apr-04Feb 22, 2009 Wide25 December 2003 (USA)","IrfanMilan Konjevic,Milan TodorovicJohn Woo","Philip K. Dick,Dean Georgaris"
band_of_outsiderstt0115571,Maut Ki DahshatBande à part (Band of Outsiders)The Arrival,"16-Apr-04Mar 15, 1964 Wide31 May 1996 (USA)","J. NeelamJean-Luc Goddard,Jean-Luc GodardDavid Twohy",J. NeelamJean-Luc GodardDavid Twohy
outsiderstt1937449,Bazaar - The Market Of Love Lust And DesireThe OutsidersAt Any Price,"09-Apr-04Mar 25, 1983 Wide1 May 2013 (Philippines)","Rajesh BhattFrancis Ford Coppola,Stephen H. BurumRamin Bahrani","Amina Israr AhmedKathleen Rowell,Kathleen Knutsen Rowell,Francis Ford CoppolaRamin Bahrani,Hallie Elizabeth Newton"
my_tutor_friendtt3781762,Poocho Mere Dil SeDonggabnaegi gwawoehagi (My Tutor Friend)1915,"09-Apr-04Jan 30, 2003 Wide17 April 2015 (USA)","Kumar PradeepKyeong-hyeong KimGarin Hovannisian,Alec Mouhibian","Piyush ChakravortyGarin Hovannisian,Alec Mouhibian"
private_school_1983tt0085694,Jungle Ka SherPrivate SchoolThe House on Sorority Row,"02-Apr-04Jul 29, 1983 Wide21 January 1983 (USA)",Kanti ShahNoel BlackMark Rosman,"Suzanne O'Malley,Dan GreenburgMark Rosman,Bobby Fine"
twilight_zone_the_moviett0096119,Silence Please... The Dressing RoomTwilight Zone---The MovieSleepaway Camp III: Teenage Wasteland,"09-Apr-04Jun 24, 1983 Wide15 November 1989 (USA)","Sanjay SrinivasJoe Dante,George Miller,George Miller IV#37431,John Landis,Steven SpielbergMichael A. Simpson","Anmol Saxena,Pavan MorakaJohn Landis,Richard Matheson,George Clayton Johnson,Melissa Mathison,Robert GarlandFritz Gordon,Robert Hiltzik"
my_tutortt1797346,Meenaxi - Tale Of 3 CitiesMy Tutor1915 Armenian Genocide,"02-Apr-04Mar 4, 1983 WideOctober 2010 (USA)",M.F. HussainGeorge BowersMark Bedrosian,Reima Faiza HusainJoe RobertsMark Bedrosian
sleepaway_camp_iii_teenage_wastelandtt0084695,The Unfaithful HawasSleepaway Camp III: Teenage WastelandThe Slumber Party Massacre,"26-Mar-04Jan 1, 1989 Wide12 November 1982 (USA)",Dilip GulatiMichael A. SimpsonAmy Holden Jones,Dilip GulatiFritz GordonRita Mae Brown
sleepaway_camp_ii_unhappy_camperstt0097179,...WohSleepaway Camp II: Unhappy CampersDeepStar Six,"26-Mar-04Nov 16, 1988 Wide13 January 1989 (USA)",Raj N. SippyMichael A. SimpsonSean S. Cunningham,"Romu N. SippyFritz GordonLewis Abernathy,Lewis Abernathy"
sleepaway_camptt0139414,Daulat Ki HawasSleepaway CampLake Placid,"19-Mar-04Jan 1, 1983 Wide16 July 1999 (USA)",Rajender BittuRobert HiltzikSteve Miner,"Devendra KhannaRobert Hiltzik,Marshall BrikmanDavid E. Kelley"
sudden_impacttt0118956,Raaton Ki RaniSudden ImpactDeep Rising,"19-Mar-04Jan 1, 1983 Wide30 January 1998 (USA)",Kanti ShahClint EastwoodStephen Sommers,Joseph C. StinsonStephen Sommers
dead_zonett1704573,Kaash... Hamara Dil Pagal Na HotaThe Dead ZoneBernie,"19-Mar-04Oct 21, 1983 Wide22 June 2012 (Iceland)",Mangal AnandDavid CronenbergRichard Linklater,"HarishJeffrey Boam,David CronenbergSkip Hollandsworth,Richard Linklater"
staying_alive_2012tt0120458,Vajra - The WeaponStaying AliveVirus,"12-Mar-04Feb 3, 2012 Wide15 January 1999 (USA)",Rajendra RathiAnant MahadevanJohn Bruno,"S. ArunChuck Pfarrer,Chuck Pfarrer"
10006370-stay_alivett0086036,Kabhi Kranti Kabhie JungStay AliveOf Unknown Origin,"12-Mar-04Mar 24, 2006 Wide24 November 1983 (USA)",HareshWilliam Brent BellGeorge P. Cosmatos,"Raju BahruzWilliam Brent Bell,Matthew PetermanChauncey G. Parker III,Brian Taggert"
staying_alivett0120004,Shamshaan GhatStaying AliveThe Relic,"26-Mar-04Jul 15, 1983 Wide10 January 1997 (USA)",Shammi KhanSylvester StallonePeter Hyams,"Shammi KhanNorman Wexler,Sylvester StalloneDouglas Preston,Lincoln Child"
strange-invaders2002tt2332522,Ek Bhool Choti SiStrange InvadersLeviathan,"26-Mar-04Jun 6, 2002 Wide28 August 2013 (France)","Babun - BabuaCordell BarkerLucien Castaing-Taylor,Verena Paravel",Diwaker Bose
amityville_the_reawakeningtt0096754,Julie Ki JawaniAmityville: The ReawakeningThe Abyss,"16-Apr-04Apr 15, 2016 Wide9 August 1989 (USA)","IrfanCasey La Scala,Daniel Farrands,Franck KhalfounJames Cameron","Alak RaiDaniel Farrands,Casey La Scala,Franck KhalfounJames Cameron"
strange_invaderstt0089489,Junglee SherniStrange InvadersLifeforce,"05-Mar-04Sep 16, 1983 Wide21 June 1985 (USA)",Kishan ShahMichael LaughlinTobe Hooper,"Nath Gomare,Shakuntala GohilBill Condon,Walter Halsey Davis,Michael LaughlinColin Wilson,Dan O'Bannon"
bostonianstt0100502,Tu Bal Brahmachari Main Hoon Kanya KunwariThe BostoniansRoboCop 2,"02-Jan-04Aug 2, 1984 Wide22 June 1990 (USA)",Bhupeshwar TyagiJames IvoryIrvin Kershner,"Bhupeshwar TyagiRuth Prawer JhabvalaEdward Neumeier,Michael Miner"
american_psycho_2tt0103239,Pyasi BhootaniAmerican Psycho II: All American GirlWedlock,"16-Jan-04Jun 18, 2002 Wide5 September 1991 (Germany)",Kanti ShahMorgan J. FreemanLewis Teague,Broderick Miller
psycho_3tt0470705,Maut Ke Peeche MautPsycho IIIBug,"30-Jan-04Jul 2, 1986 Wide25 May 2007 (USA)",Kishan ShahAnthony PerkinsWilliam Friedkin,"Vinod TripathiRobert Bloch,Charles Edward Pogue,Charles E. PogueTracy Letts,Tracy Letts"
psycho_2tt0085255,Pyar Mein Sab Kuch Hota HaiPsycho IIBlue Thunder,"06-Feb-04Jun 3, 1983 Wide13 May 1983 (USA)",Prasun BanerjeeRichard FranklinJohn Badham,"Prasun BanerjeeRobert Bloch,Tom Holland,Tom Holland (X)Dan O'Bannon,Don Jakoby"
streamerstt0082242,Bullet RajaStreamersDead & Buried,"29-Nov-13Oct 9, 1983 Wide29 May 1981 (USA)",Tigmanshu DhuliaRobert AltmanGary Sherman,"Tigmanshu Dhulia,Nitin Tej Ahuja,Rahul MittraDavid RabeJeff Millar,Alex Stern"
1006364-dunett0065669,Tum - A Dangerous ObsessionDuneThe Dunwich Horror,"20-Feb-04Dec 14, 1984 Wide14 January 1970 (USA)",Aruna RajeDavid LynchDaniel Haller,"Ratan Jain,Ganesh JainRudolph Wurlitzer,Christopher De Vore,Eric Bergren,David LynchCurtis Hanson,Henry Rosenbaum"
chained_heat_2tt1714151,Golden BarChained Heat 2Three Shadows,"27-Feb-04Jan 1, 1993 Wide",Ravi KumarLloyd A. SimandlAnsel Faraj,"Umesh KoriChris HydeOscar Wilde,H.P. Lovecraft"
revenge_of_the_ninjatt0110410,Anokha AnubhavRevenge of the NinjaLurking Fear,"27-Feb-04Sep 7, 1983 Wide27 July 1994 (USA)",Sandeep KumarSam FirstenbergC. Courtney Joyner,"R.K. RajJames R. SilkeH.P. Lovecraft,C. Courtney Joyner"
chained_heattt0228182,Pyaasi NaaginChained HeatDark Heritage,"27-Feb-04Jan 1, 1983 Wide28 March 2006 (China)","Kishan ShahPaul Nicholas,Paul NicolasDavid McCormick","Shakuntala GohilVincent Mongol,Paul Nicolas"
silent_night_deadly_night_5_the_toymakertt0976247,"Mission MumbaiSilent Night, Deadly Night 5: The ToymakerSurfer, Dude","05-Mar-04Jun 1, 1991 Wide5 September 2008 (USA)",Rajiv S. RuiaMartin KitrosserS.R. Bindler,"Naresh K. MehtaBrian Yuzna,Martin KitrosserS.R. Bindler,Mark Gustawes"
silent_night_deadly_night_part_2tt1764234,"Bindiya Aur Bandook 2Silent Night, Deadly Night Part 2Killing Them Softly","26-Dec-03Jun 1, 1987 Wide30 November 2012 (USA)",JoginderLee HarryAndrew Dominik,"Jinder RekhiJoseph H. Earle,Lee HarryAndrew Dominik,George V. Higgins"
the-neverending-story-1996tt1675192,Pyaasa HaiwanThe Neverending StoryTake Shelter,"28-Nov-03Mar 1, 1996 Wide10 November 2011 (Croatia)",Mike FallowsJeff Nichols,Jeff Nichols
once_upon_a_time_in_china_and_americatt0038559,Ek Raaz Mere Dil Mein HaiOnce Upon a Time in China and AmericaGilda,"19-Dec-03Jan 1, 1997 Wide15 March 1946 (USA)",SurinderSammo Hung Kam-BoCharles Vidor,"SurinderE.A. Ellington,Jo Eisinger"
the_neverending_story_ii_the_next_chapter_1990tt0264616,Sparsh - The TouchThe Neverending Story II: The Next ChapterFrailty,"14-Nov-03Jun 1, 1991 Wide12 April 2002 (USA)","Manoj SharmaGeorge Trumbull Miller,George T. MillerBill Paxton","Raj Kishore MishraMichael Ende,Karin HowardBrent Hanley"
all_over_mett0097142,Dangerous Night - Khatarnaak RaatAll Over MeDad,"19-Dec-03Apr 25, 1997 Wide10 November 1989 (USA)",Muneer KhanAlex SichelGary David Goldberg,"Muneer KhanSylvia SichelWilliam Wharton,Gary David Goldberg"
1000640-all_of_mett1798709,TawayafAll of MeHer,"21-Nov-03Sep 21, 1984 Wide10 January 2014 (USA)",Kishan ShahCarl ReinerSpike Jonze,"Shakuntala GohilEdwin Davis,Henry Olek,Phil Alden Robinson,Carl ReinerSpike Jonze"
